자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
해밀동_해밀205동(남측),무인대여소,,세종특별자치시 해밀동 산 14,36.52988008,127.2668104,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
해밀동_해밀211동(남측),무인대여소,,세종특별자치시 해밀동 123,36.52827769,127.2692851,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
해밀동_해밀214동(동쪽),무인대여소,,세종특별자치시 해밀동 산 23,36.52706396,127.2718946,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_리슈빌S_입구,무인대여소,,세종특별자치시 어진동 548,36.507734,127.2622363,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
배울네거리,무인대여소,,대전광역시 유성구 관평동 912,36.42193635,127.3878041,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
롯데마트(관평점),무인대여소,,대전광역시 유성구 관평동 1286,36.42898335,127.3929794,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
송강초등학교,무인대여소,"대전광역시 유성구 구즉로25, (송강동, 송강마을그린3단지)",대전광역시 유성구 송강동 199,36.43285602,127.3818967,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
송강체육관,무인대여소,"대전광역시 유성구 대덕대로1173, (송강동)",대전광역시 유성구 송강동 200-2,36.4315111,127.3867476,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
연구단지 KT_G(건너편),무인대여소,,대전광역시 유성구 신성동 산19-3,36.38482631,127.349094,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
연구단지운동장(건너편),무인대여소,,대전광역시 유성구 신성동 108-2,36.38541888,127.3536701,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,11,11,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
연구단지네거리,무인대여소,"대전광역시 유성구 가정로306, (도룡동)",대전광역시 유성구 도룡동 393-2,36.38542458,127.3768432,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
전자통신연구원,무인대여소,,대전광역시 유성구 가정동 160-2,36.38405459,127.368227,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
중촌초등학교(건너편),무인대여소,,대전광역시 중구 중촌동 462,36.3404992,127.4110434,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도담동_해피라움7,무인대여소,,세종특별자치시 도담동 920,36.51427158,127.2582387,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_해피라움7상가쪽건너편,무인대여소,,세종특별자치시 도담동 679,36.51435408,127.2575917,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_물댄동산감리교회,무인대여소,,세종특별자치시 도담동 628,36.51656711,127.2567862,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램2002동건너편,무인대여소,,세종특별자치시 도담동 581,36.518269,127.2626733,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_세종충남대병원앞,무인대여소,,세종특별자치시 도담동 910,36.51873238,127.256407,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기1023동건너편,무인대여소,,세종특별자치시 아름동 1092,36.519458,127.2496183,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기1020동 건너편,무인대여소,,세종특별자치시 아름동 1169,36.51997406,127.2524897,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기1012동 건너편,무인대여소,,세종특별자치시 아름동 1242,36.51723777,127.2519979,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기1009동앞,무인대여소,,세종특별자치시 아름동 1458,36.51366991,127.2504673,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기303동앞,무인대여소,,세종특별자치시 아름동 1297,36.51856202,127.2439354,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기808동앞,무인대여소,,세종특별자치시 아름동 1279,36.5129216,127.2483919,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_아름초등학교앞,무인대여소,,세종특별자치시 아름동 1275,36.51458919,127.251658,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기1202동앞,무인대여소,,세종특별자치시 아름동 1276,36.51190049,127.2509417,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_한국해양교통안전공단,무인대여소,,세종특별자치시 아름동 1305,36.51450726,127.2428834,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_아름중학교앞,무인대여소,,세종특별자치시 아름동 1321,36.514281,127.245223,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_아름고앞,무인대여소,,세종특별자치시 아름동 1322,36.51300984,127.2452501,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기1101동앞,무인대여소,,세종특별자치시   아름동 929,36.5202072,127.2479665,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_해피라움2앞,무인대여소,,세종특별자치시 아름동 1458,36.51366991,127.2504673,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_해피라움1앞,무인대여소,,세종특별자치시 아름동 1458,36.51366991,127.2504673,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_해피라움3앞,무인대여소,,세종특별자치시 아름동 1360,36.51138234,127.248956,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_해피라움4앞,무인대여소,,세종특별자치시 아름동 1362,36.51134951,127.249595,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_복합커뮤니티센터,무인대여소,,세종특별자치시 아름동 1286,36.5123515,127.2468897,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_싱싱장터2호점앞,무인대여소,,세종특별자치시 아름동 1352,36.51139731,127.247866,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_아카데미타워앞,무인대여소,,세종특별자치시 아름동 1318,36.51222129,127.2433783,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_다올비즈니스센터앞,무인대여소,,세종특별자치시 아름동 1475,36.511985,127.2429435,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기601동앞,무인대여소,,세종특별자치시 아름동 1357,36.5100324,127.2486561,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기401동건너편,무인대여소,,세종특별자치시 아름동 1376,36.509118,127.2501061,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
아름동_범지기101동앞,무인대여소,,세종특별자치시 아름동 1477,36.5143846,127.2415565,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_문화체육관광부 버스정류장,무인대여소,,세종특별자치시 어진동 650,36.49787689,127.2654335,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_호수공원수변공원,무인대여소,,세종특별자치시 어진동 638,36.49894366,127.2692304,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_고용노동부BRT,무인대여소,,세종특별자치시 어진동 581,36.501459,127.2616523,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_복합커뮤니티센터,무인대여소,,세종특별자치시 어진동 518,36.50190569,127.2566165,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_국토교통부정문,무인대여소,,세종특별자치시 어진동 717,36.50381256,127.2639663,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_정부청사관리본부(3동),무인대여소,,세종특별자치시 어진동 556,36.50461421,127.2650217,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_국무조정실건너편,무인대여소,,세종특별자치시 세종동 1201,36.49717958,127.2734851,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_스타벅스,무인대여소,,세종특별자치시 어진동 605,36.50603429,127.270836,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_세종중앙타운,무인대여소,,세종특별자치시 어진동 710,36.50709244,127.2700678,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_양지고등학교,무인대여소,,세종특별자치시 도담동 903,36.51556223,127.2657541,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램1411동앞,무인대여소,,세종특별자치시 도담동 858,36.51104391,127.2664946,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램908동앞,무인대여소,,세종특별자치시 도담동 855,36.51063124,127.2635877,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램110동앞,무인대여소,,세종특별자치시 도담동 845,36.51150874,127.2563722,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램901동앞,무인대여소,,세종특별자치시 도담동 855,36.510627,127.2635877,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램1401동앞,무인대여소,,세종특별자치시 도담동 858,36.51104391,127.2664946,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램1507동건너편,무인대여소,,세종특별자치시 연기면 세종리 산22-6,36.512181,127.266847,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램204동앞,무인대여소,,세종특별자치시 도담동 917,36.51525425,127.2556611,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램1008동앞,무인대여소,,세종특별자치시 도담동 853,36.51087081,127.2611913,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도담고등학교,무인대여소,,세종특별자치시 도담동 642,36.51420716,127.2634446,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램1603동앞,무인대여소,,세종특별자치시 도담동 641,36.51453302,127.2656773,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램1105동앞BRT,무인대여소,,세종특별자치시 도담동 402,36.51380382,127.259194,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_싱싱장터앞BRT,무인대여소,,세종특별자치시 도담동 647,36.51545898,127.2612342,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_한신휴시티좌측,무인대여소,,세종특별자치시 도담동 662,36.51430543,127.2586021,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_한신휴시티중앙,무인대여소,,세종특별자치시 도담동 661,36.51430543,127.2586021,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_라온프라이빗 우측,무인대여소,,세종특별자치시 도담동 660,36.51430543,127.2586021,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도담중학교,무인대여소,,세종특별자치시 도담동 922,36.51606788,127.2622416,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_복합커뮤니티센터,무인대여소,,세종특별자치시 도담동 645,36.51540546,127.2617462,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
도담동_도램1301동앞,무인대여소,,세종특별자치시 도담동 922,36.51606788,127.2622416,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
조례동 주민센터,무인대여소,,전라남도 순천시 조례동 482,34.95531091,127.5238354,0:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2025-09-03,5790000,전남광주통합특별시 순천시
교량동 주민센터,무인대여소,,전라남도 순천시 교량동 75,34.90032955,127.519042,0:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2025-09-03,5790000,전남광주통합특별시 순천시
중앙동 주민센터,무인대여소,,전라남도 순천시 중앙동 124,34.95612617,127.4849166,0:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2025-09-03,5790000,전남광주통합특별시 순천시
저전동 주민센터,무인대여소,,전라남도 순천시 저전동 338,34.94891748,127.4750642,0:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2025-09-03,5790000,전남광주통합특별시 순천시
다정동_가온616동앞,무인대여소,,세종특별자치시 다정동 4-3,36.496976,127.248791,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온510동앞 공원,무인대여소,,세종특별자치시 다정동 38,36.494778,127.246459,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온201동앞,무인대여소,,세종특별자치시 다정동 산28,36.496011,127.243222,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온610동옆,무인대여소,,세종특별자치시 다정동 산 26,36.497532,127.244926,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온325동옆 로터리,무인대여소,,세종특별자치시 다정동 307,36.496255,127.244723,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온302동앞,무인대여소,,세종특별자치시 다정동 산29,36.496172,127.2417,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
소담동_새샘907동앞,무인대여소,,세종특별자치시 소담동 286-7,36.4887654,127.2995714,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
소담동_지엘플렉스1(입구)2,무인대여소,,세종특별자치시 소담동 582,36.485021,127.3014924,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
소담동_새샘203동앞,무인대여소,,세종특별자치시 소담동 32-103,36.47963948,127.3018996,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울902동앞,무인대여소,,세종특별자치시 보람동 634-8,36.4794932,127.2955472,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울604동앞,무인대여소,,세종특별자치시 보람동 795,36.47887897,127.2948658,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울501동앞,무인대여소,,세종특별자치시 보람동 629-6,36.477142,127.29061,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울401동앞,무인대여소,,세종특별자치시 보람동 796,36.47637251,127.288505,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울101동앞,무인대여소,,세종특별자치시 보람동 664-102,36.475092,127.285866,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
대평동_시외버스터미널BRT,무인대여소,,세종특별자치시 대평동 643,36.46940665,127.2748595,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
대평동_BRT,무인대여소,,세종특별자치시 대평동 65-12,36.472159,127.275964,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울1004동앞,무인대여소,,세종특별자치시 보람동 650-1,36.482616,127.293302,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울1006동앞,무인대여소,,세종특별자치시 보람동 616-3,36.483599,127.294162,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온511동앞,무인대여소,,세종특별자치시 다정동 323-7,36.494836,127.244934,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온117동앞,무인대여소,,세종특별자치시 다정동 22-8,36.493015,127.243938,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온104동앞,무인대여소,,세종특별자치시 다정동 38-28,36.491607,127.246134,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
다정동_가온124동앞,무인대여소,,세종특별자치시 다정동 363-433,36.4897114,127.2448392,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_행복도시세종홍보관,무인대여소,,세종특별자치시 세종동 551-6,36.489532,127.2701197,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_LH세종특별본부,무인대여소,,세종특별자치시 어진동 658,36.4951837,127.2659995,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_호수공원매화공연장,무인대여소,,세종특별자치시 세종동 1201,36.49717958,127.2734851,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
벽골제관광지 자전거대여소,무인대여소,전라북도 김제시 부량면 벽골제로 442,전라북도 김제시 부량면 신용리 242-1,35.75462558,126.8531043,10:00,17:00,월요일 정기휴무,무료,무료,15,2,N,,N,063-540-4985,벽골제아리랑사업소,2020-06-30,4711000,전북특별자치도 김제시
삼도2동 탑동해변공연장,무인대여소,제주특별자치도 제주시 중앙로 2,제주특별자치도 제주시 삼도이동 1262,33.51814824,126.5239547,6:00,21:00,연중무휴,무료,,3,,Y,수동식,N,064-728-3555,제주특별자치도 제주시청,2023-11-29,6510000,제주특별자치도 제주시
일도2동 영락교회 앞,무인대여소,,제주특별자치도 제주시 일도이동 488-9,33.51074642,126.543517,6:00,21:00,연중무휴,무료,,3,,Y,수동식,N,064-728-3555,제주특별자치도 제주시청,2023-11-29,6510000,제주특별자치도 제주시
이도2동 벤처마루 앞,무인대여소,,제주특별자치도 제주시 이도이동 1176-126,33.50016657,126.5296602,6:00,21:00,연중무휴,무료,,3,,Y,수동식,N,064-728-3555,제주특별자치도 제주시청,2023-11-29,6510000,제주특별자치도 제주시
연동 롯데시티호텔 뒤 주차장내,무인대여소,,제주특별자치도 제주시 연동 2322-7,33.49105883,126.4860417,6:00,21:00,연중무휴,무료,,3,,Y,수동식,N,064-728-3555,제주특별자치도 제주시청,2023-11-29,6510000,제주특별자치도 제주시
연동 로얄쇼핑센터 앞 주차장내,무인대여소,제주특별자치도 제주시 신대로12길 54,제주특별자치도 제주시 연동 272-56,33.4889361,126.4908883,6:00,21:00,연중무휴,무료,,3,,Y,수동식,N,064-728-3555,제주특별자치도 제주시청,2023-11-29,6510000,제주특별자치도 제주시
연동 설문대여성문화센터 주차장내,무인대여소,제주특별자치도 제주시 선덕로8길 12,제주특별자치도 제주시 연동 324-10,33.48439696,126.5003713,6:00,21:00,연중무휴,무료,,3,,Y,수동식,N,064-728-3555,제주특별자치도 제주시청,2023-11-29,6510000,제주특별자치도 제주시
나성동_한국정책방송원건너편,무인대여소,,세종특별자치시 나성동 787,36.48221836,127.2624241,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_국책연구단지남측 BRT2(집현동방향),무인대여소,,세종특별자치시 반곡동 771-62,36.490897,127.303937,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_국책연구단지남측 BRT1(집현동방향),무인대여소,,세종특별자치시 반곡동 831,36.4941511,127.3058547,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_국책연구단지뒤 BRT2(시청방향),무인대여소,,세종특별자치시 반곡동 771-84,36.492171,127.30418,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_국책연구단지뒤 BRT1(시청방향),무인대여소,,세종특별자치시 반곡동 산56,36.492532,127.304452,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
반곡동_국토연구원앞,무인대여소,,세종특별자치시 반곡동 771-124,36.491935,127.30001,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
소담동_새샘803동건너편BRT3,무인대여소,,세종특별자치시 소담동 119,36.487293,127.302129,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
소담동_새샘803동건너편BRT2,무인대여소,,세종특별자치시 소담동 332-4,36.487034,127.302012,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
소담동_새샘803동앞BRT1,무인대여소,,세종특별자치시 소담동 332-4,36.487204,127.301409,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_지방자치회관건너편,무인대여소,,세종특별자치시 어진동 671,36.49509738,127.2621649,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_나릿재202동앞,무인대여소,,세종특별자치시 나성동 684-11,36.487162,127.2652783,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_나릿재202동건너편,무인대여소,,세종특별자치시 나성동 696-4,36.4864148,127.2650473,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_세종예술의전당 앞,무인대여소,,세종특별자치시 나성동 246-1,36.48546457,127.2660465,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_LH분양홍보관,무인대여소,,세종특별자치시 나성동 97-2,36.48142945,127.2687091,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_LH분양홍보관건너편1,무인대여소,,세종특별자치시 나성동 182-5,36.482087,127.26861,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
